timestamp,wind_m_s,wind_gust_m_s,wind_dir_deg,pressure,temp,humidity,precip_mm
2024-01-01 00:00:00,1.8,0.0,134.8344427850505,1013.25,20.0,60.0,0.0
2024-01-01 01:00:00,1.533148771668739,1.9354436488986884,141.21248647883817,1014.8292128155074,20.284471816008377,57.50364789871626,0.0
2024-01-01 02:00:00,1.6900483049624968,2.1520429583551053,146.05173191015885,1012.8369719300742,18.098094100002285,55.8358129333884,0.0
2024-01-01 03:00:00,1.5983124190639508,2.152199176479728,131.2035951677754,1014.3232721024922,17.70895499892225,56.25257800472732,0.0
2024-01-01 04:00:00,1.2765416124663262,1.5555682888609164,108.18372361932936,1014.6453065157133,17.087420809111215,55.240275475616976,0.0
2024-01-01 05:00:00,1.0837149244975501,1.5151101524987263,104.94861589137894,1015.3980861020309,16.02842555567781,56.790583478123885,0.0
2024-01-01 06:00:00,0.685022602316649,0.8726789148495483,119.71794749128715,1015.4620500781193,16.309934717721788,55.4934409891662,0.0
2024-01-01 07:00:00,0.9822084421250677,1.3188125822439396,108.95511425802795,1015.6950658637818,15.045310613138135,57.833338929124146,0.0
2024-01-01 08:00:00,0.9715678506126451,1.5494124686514392,95.41667425190877,1016.1844888594335,16.821779074320272,61.508599703899066,0.0
2024-01-01 09:00:00,1.0046912519262827,1.2521945545010686,82.94712635220958,1016.3690278478655,18.468699684603877,58.86454307003408,0.0
2024-01-01 10:00:00,1.0396639723343384,1.3828293205272877,99.19764280009355,1017.569316484043,18.982832296455374,63.41644617133836,0.0
2024-01-01 11:00:00,1.3492088232022936,1.9219626467319608,115.10955207801238,1017.317524620731,21.132155635768378,50.8452713750275,0.22833487038373168
2024-01-01 12:00:00,1.5915445419321181,1.929861829893379,86.73454290618433,1018.1566400070338,22.422472562817383,50.47900661949426,0.0
2024-01-01 13:00:00,1.9670846584768702,2.5405277346627333,76.36913854071139,1017.6991465849705,22.236319425640453,52.94895850837574,0.0
2024-01-01 14:00:00,2.2283409893328696,3.3903513595740735,103.80638121170692,1017.6522425496769,22.136411638524052,56.13266754408092,0.0
2024-01-01 15:00:00,2.091400933647865,3.193999858452655,74.53608224906455,1014.7769543746296,22.621841809153686,54.18008454002521,0.0
2024-01-01 16:00:00,1.9928679947302923,3.1430794220155014,78.83485885095965,1012.6782917227024,21.666600819771055,60.969427268225665,0.0
2024-01-01 17:00:00,1.5130761035854932,1.9880854624530016,78.30458134197531,1012.8092248191169,21.196740979797195,58.219411547535515,0.0
2024-01-01 18:00:00,1.5427134462904804,2.4117337335836537,66.81039718970732,1012.4097653578211,21.41688784600412,58.016290390691616,0.0
2024-01-01 19:00:00,1.842719577145037,2.3864232344058287,81.84905784344281,1011.6499492465804,22.529805257785124,63.64770640767713,0.0
2024-01-01 20:00:00,2.17260580026859,2.6855925915723575,71.98040819937627,1012.6531143925934,23.733429685685074,66.7255563011971,1.4352611690989767
2024-01-01 21:00:00,2.2911260360727166,2.909149429411404,47.522937465870136,1011.7635344387298,24.55646773154083,62.425949283175264,0.0
